Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Group
"নাস্তিকরা এক জায়গায় আলোচনাতে থাকেনা ,কোরানের এক জায়গার আয়ুত অন্য জায়গায় নিয়ে আসেন,এই হলো নাস্তিকদের কৌশল",2,2,2,2,3
মাদ্রাসায় আওয়ামীলীগের দেয়া আগুনে পুড়লো কোরআন শরীফ,1,2,2,2,2
এ দেশে ইসলাম আছে থাকবে ইনস্সাল্লা কেই জদি ইসলামের সাথে লাগতে আসে দাহলে তাকে আমরা ছারবো না,2,2,2,2,3
লজ্জা লাগা দরকার দারুন লজ্জার ব্যাপার ধর্মের ব্যাপারে না জেনে কোনদিন বেদ না পড়ে লাইভে এসেছো তুমি কতটা জানো আজকে বুঝা গেল নিজেকে সনাতন ধর্ম বলছো,2,2,2,2,2
বেজন্মামিডিয়া মালাউনের পক্ষ নিয়া পাকিস্তানের বালও ছিড়তে পারবেনা।মালাউনরা মুত খাওয়ার জাত ।মুতের কোনো ভিটামিন নাই।,2,2,2,2,3
আপনি ছোট খাটো মূর্খ কাফিরদের সাথে কথা বলবেন না।,2,2,2,2,3
ভারতের মালাউনরা কোন দিন পাকিস্তান এর সাথে পারবে না । কারন পাকিস্তানিরা খায় গরুর মাংস আর মালাউনরা খায় গরুর মূত্র।,2,2,2,2,3
গরু তোদের মা হাইরে একটা পশু মা হয় কেমনে??,3,2,2,2,3
তুই তো মুসলিম না। তুই মানছ আর না মানছ।,2,2,2,2,3
ইসলামিকভাবে শারীরিক সম্পর্ক হলে এইডস-এর জীবানুর কোন দিন জন্মও হতো না,2,2,2,2,2
তোর কৃষ্ণ ১৬৮০০ বিয়া করছিল কারণ সে ছিল একটা চোদনবাজ নিজের মামির লগে ঢুকাইয়াও তার মনের আশা মিটে নাই তাই বিভিন্ন জায়গা থেকে মাইয়াদেরকে তুলে আনছে চুদার জন্য,2,2,2,2,3
শূন্যের আবিষ্কার ও একজন মালাউনের। আয়ুর্বেদ এই হিন্দুদের দান। সারা পৃথিবীতে হিন্দু ও খ্রিষ্টানদের কন্টিবিউশন্। তোদের দেশের জাতীয় সংগীতটাও একজন মালাউনের দান,2,2,2,2,3
কুত্তার বাচ্চা বাংলাদেশ সাম্প্রদায়িক দেশ। সামনে আয় তোর সাম্প্রদায়িকতা তোর মায়ের,2,2,2,2,2
মালাউনের জাত ভারতের খরাতিরা খরাত পায় নাই তাই এখানে এসে গরুর সন্তানেরা হাম্বা হাম্বা করতাছে ।,2,2,2,2,3
ইতিহাস দিয়ে কখনো ধর্ম চলেনা । ধর্ম চলে তাঁর নিজের গতিতে।,2,2,2,2,2
তোর মা দুর্গাকে আর রাধাকে বল আমাকে সুখ দিয়ে যেতে,2,2,2,2,3
মুসলমানের কিছু হলে বুবু জান চুপ। আর মালাউনের কিছু হলে বুবু চোখের জলে ভাসায় বুক।। আমরা মুসলিমরা কি করে এখনও থেমে আছি।। আমাদের ঈমান কি এতো দুর্বল হয়ে গেছে।। আবছোস মন্দির ভাঙ্গার ঘটনা প্রতি টা খবরের কাগজে জায়গা পায় কিন্তু মসজিদ পুরে দেয়ার ঘটনা কোথাও ঠাই পেল না।। এরা নাম কি মুসলমানের দেশ।। ছিঃ,2,2,2,2,3
বোকাচোদা শোন তাহলে আমাদের নুনু পুজা করিস কেন?তোদের মা বোনদের বল শিবলিঙ্গের সাথে সেক্স না করে আমাদের লিংগের সাথে সেক্স করতে ।,3,2,2,2,3
বিদেশি টাকা খেয়ে বাংলাদেশের মুসলমানদের বিরুদ্ধে কাজ করছে টিভি চ্যানেলগুলো,2,2,2,2,3
"ধর্ম মানেই ভুয়া,সব মানুষের তৈরী।",2,3,2,2,2
মুসলিম এর মত ছোট শিশুদের জোরপূর্বক ধর্ষণ এর ফন্দি হিন্দুর মাথায় নেই ।,2,2,2,2,3
